sg_uf,cd_municipio_ibge,nome_municipio.x,sg_partido_prefeito,icat_prefeito,sg_ue,nome_municipio.y,uf,icat_medio,cat_medio_camara,dist
MT,5103056,CLÁUDIA,UNIÃO,15.68,90522,CLAUDIA,MT,15.817777777777778,1. péssimo,-0.137777777777778
MT,5106653,PONTAL DO ARAGUAIA,MDB,17.41,90700,PONTAL DO ARAGUAIA,MT,33.693333333333335,2. ruim,-16.283333333333335
MT,5108303,UNIÃO DO SUL,UNIÃO,15.68,90840,UNIAO DO SUL,MT,20.965555555555554,1. péssimo,-5.285555555555554
MT,5108352,VALE DE SÃO DOMINGOS,PSDB,15.21,91022,VALE DE SAO DOMINGOS,MT,15.662222222222223,1. péssimo,-0.45222222222222186
PA,1502954,ELDORADO DOS CARAJÁS,MDB,17.41,04120,ELDORADO DOS CARAJAS,PA,23.91090909090909,1. péssimo,-6.50090909090909
PA,1504752,MOJUÍ DOS CAMPOS,PSD,23.02,04863,MOJUI DOS CAMPOS,PA,18.437272727272727,1. péssimo,4.582727272727272
PA,1501600,BONITO,MDB,17.41,04316,BONITO,PA,27.89666666666667,2. ruim,-10.486666666666668
PA,1508050,TRAIRÃO,AVANTE,33.86,04286,TRAIRAO,PA,21.632727272727273,1. péssimo,12.227272727272727
PA,1506351,SANTA BÁRBARA DO PARÁ,MDB,17.41,04243,SANTA BARBARA DO PARA,PA,27.37181818181818,2. ruim,-9.961818181818181
PA,1501006,AVEIRO,MDB,17.41,04197,AVEIRO,PA,26.286,2. ruim,-8.876000000000001
PA,1502756,CONCÓRDIA DO PARÁ,MDB,17.41,05819,CONCORDIA DO PARA,PA,37.16818181818182,2. ruim,-19.75818181818182
PA,1502707,CONCEIÇÃO DO ARAGUAIA,MDB,17.41,04537,CONCEICAO DO ARAGUAIA,PA,27.71923076923077,2. ruim,-10.30923076923077
PA,1500107,ABAETETUBA,MDB,17.41,04014,ABAETETUBA,PA,20.564666666666668,1. péssimo,-3.1546666666666674
PA,1503077,GARRAFÃO DO NORTE,PSD,23.02,05878,GARRAFAO DO NORTE,PA,19.445454545454545,1. péssimo,3.5745454545454542
PA,1506906,SANTARÉM NOVO,MDB,17.41,05371,SANTAREM NOVO,PA,17.264444444444443,1. péssimo,0.145555555555557
PA,1500909,AUGUSTO CORRÊA,MDB,17.41,04170,AUGUSTO CORREA,PA,23.555384615384618,1. péssimo,-6.145384615384618
PA,1503606,ITAITUBA,MDB,17.41,04715,ITAITUBA,PA,23.027058823529412,1. péssimo,-5.617058823529412
PA,1501808,BREVES,MDB,17.41,04359,BREVES,PA,27.62470588235294,2. ruim,-10.214705882352941
PA,1508001,TOMÉ-AÇU,MDB,17.41,05592,TOME-ACU,PA,26.324666666666666,2. ruim,-8.914666666666665
PA,1502202,CAPANEMA,PP,16.94,04430,CAPANEMA,PA,29.353636363636365,2. ruim,-12.413636363636364
PA,1505700,PONTA DE PEDRAS,UNIÃO,15.68,05134,PONTA DE PEDRAS,PA,33.38,2. ruim,-17.700000000000003
PA,1508308,VISEU,PP,16.94,05657,VISEU,PA,23.89076923076923,1. péssimo,-6.950769230769229
PA,1502400,CASTANHAL,UNIÃO,15.68,04472,CASTANHAL,PA,30.70904761904762,2. ruim,-15.02904761904762
PA,1501253,BANNACH,UNIÃO,15.68,04588,BANNACH,PA,25.218888888888888,2. ruim,-9.538888888888888
PA,1506583,SANTA MARIA DAS BARREIRAS,UNIÃO,15.68,05991,SANTA MARIA DAS BARREIRAS,PA,22.10090909090909,1. péssimo,-6.420909090909092
PA,1501501,BENEVIDES,MDB,17.41,04294,BENEVIDES,PA,30.123076923076923,2. ruim,-12.713076923076922
PA,1504000,LIMOEIRO DO AJURU,MDB,17.41,04790,LIMOEIRO DO AJURU,PA,29.724545454545456,2. ruim,-12.314545454545456
PA,1505551,PAU D'ARCO,MDB,17.41,04308,PAU D'ARCO,PA,35.632222222222225,2. ruim,-18.222222222222225
PA,1500347,ÁGUA AZUL DO NORTE,UNIÃO,15.68,04260,AGUA AZUL DO NORTE,PA,16.563636363636363,1. péssimo,-0.8836363636363629
PA,1501709,BRAGANÇA,MDB,17.41,04332,BRAGANCA,PA,24.917368421052632,1. péssimo,-7.507368421052632
PA,1506187,RONDON DO PARÁ,MDB,17.41,05738,RONDON DO PARA,PA,26.93,2. ruim,-9.52
PA,1508084,TUCUMÃ,UNIÃO,15.68,04081,TUCUMA,PA,25.746153846153845,2. ruim,-10.066153846153846
PA,1502301,CAPITÃO POÇO,PP,16.94,04456,CAPITAO POCO,PA,27.832666666666665,2. ruim,-10.892666666666663
PA,1500800,ANANINDEUA,PSB,60.65,04154,ANANINDEUA,PA,28.347272727272728,2. ruim,32.30272727272727
PA,1502608,COLARES,MDB,17.41,04510,COLARES,PA,25.47111111111111,2. ruim,-8.06111111111111
PA,1507607,SÃO MIGUEL DO GUAMÁ,MDB,17.41,05517,SAO MIGUEL DO GUAMA,PA,31.980666666666668,2. ruim,-14.570666666666668
PA,1504901,MUANÁ,PSD,23.02,04979,MUANA,PA,31.002307692307692,2. ruim,-7.9823076923076925
PA,1502103,CAMETÁ,MDB,17.41,04413,CAMETA,PA,32.171176470588236,2. ruim,-14.761176470588236
PA,1506708,SANTANA DO ARAGUAIA,MDB,17.41,05339,SANTANA DO ARAGUAIA,PA,22.53153846153846,1. péssimo,-5.12153846153846
PA,1504059,MÃE DO RIO,MDB,17.41,04103,MAE DO RIO,PA,21.27769230769231,1. péssimo,-3.867692307692309
PA,1506203,SALINÓPOLIS,PP,16.94,05231,SALINOPOLIS,PA,17.813076923076924,1. péssimo,-0.8730769230769226
PA,1504109,MAGALHÃES BARATA,PDT,56.75,04812,MAGALHAES BARATA,PA,34.07333333333333,2. ruim,22.67666666666667
PA,1506500,SANTA ISABEL DO PARÁ,MDB,17.41,05290,SANTA ISABEL DO PARA,PA,20.53,1. péssimo,-3.120000000000001
PA,1508126,ULIANÓPOLIS,MDB,17.41,04324,ULIANOPOLIS,PA,16.063076923076924,1. péssimo,1.3469230769230762
PA,1502772,CURIONÓPOLIS,MDB,17.41,05851,CURIONOPOLIS,PA,16.37909090909091,1. péssimo,1.0309090909090912
PA,1504307,MARACANÃ,MDB,17.41,04855,MARACANA,PA,24.81,1. péssimo,-7.399999999999999
PA,1505403,OURÉM,UNIÃO,15.68,05070,OUREM,PA,29.831818181818182,2. ruim,-14.151818181818182
PA,1505304,ORIXIMINÁ,REPUBLICANOS,14.1,05053,ORIXIMINA,PA,27.337333333333333,2. ruim,-13.237333333333334
PA,1507409,SÃO FRANCISCO DO PARÁ,PV,64.62,05479,SAO FRANCISCO DO PARA,PA,45.013333333333335,2. ruim,19.60666666666667
PA,1505601,PEIXE-BOI,MDB,17.41,05118,PEIXE-BOI,PA,17.932222222222222,1. péssimo,-0.5222222222222221
PA,1505908,PORTO DE MOZ,MDB,17.41,05177,PORTO DE MOZ,PA,30.615384615384617,2. ruim,-13.205384615384617
PA,1503408,INHANGAPI,UNIÃO,15.68,04677,INHANGAPI,PA,23.253333333333334,1. péssimo,-7.573333333333334
PA,1505486,PACAJÁ,MDB,17.41,05916,PACAJA,PA,18.233076923076922,1. péssimo,-0.8230769230769219
PA,1504950,NOVA ESPERANÇA DO PIRIÁ,MDB,17.41,04480,NOVA ESPERANCA DO PIRIA,PA,27.79,2. ruim,-10.379999999999999
PA,1500206,ACARÁ,MDB,17.41,04030,ACARA,PA,40.00066666666667,2. ruim,-22.590666666666667
PA,1503093,GOIANÉSIA DO PARÁ,UNIÃO,15.68,04006,GOIANESIA DO PARA,PA,18.625454545454545,1. péssimo,-2.9454545454545453
PA,1501907,BUJARU,MDB,17.41,04375,BUJARU,PA,32.18454545454545,2. ruim,-14.77454545454545
PA,1505809,PORTEL,MDB,17.41,05150,PORTEL,PA,28.918666666666667,2. ruim,-11.508666666666667
PA,1507102,SÃO CAETANO DE ODIVELAS,MDB,17.41,05410,SAO CAETANO DE ODIVELAS,PA,24.67,1. péssimo,-7.260000000000002
PA,1502152,CANAÃ DOS CARAJÁS,MDB,17.41,04707,CANAA DOS CARAJAS,PA,24.179333333333336,1. péssimo,-6.769333333333336
PA,1503309,IGARAPÉ-MIRI,PT,73.72,04650,IGARAPE-MIRI,PA,33.004666666666665,2. ruim,40.715333333333334
PA,1502939,DOM ELISEU,UNIÃO,15.68,05975,DOM ELISEU,PA,22.589333333333332,1. péssimo,-6.909333333333333
PA,1501782,BREU BRANCO,MDB,17.41,04448,BREU BRANCO,PA,21.26153846153846,1. péssimo,-3.8515384615384605
PA,1504422,MARITUBA,MDB,17.41,04642,MARITUBA,PA,27.190666666666665,2. ruim,-9.780666666666665
PA,1507904,SOURE,MDB,17.41,05576,SOURE,PA,22.367272727272727,1. péssimo,-4.957272727272727
PA,1500503,ALMEIRIM,MDB,17.41,04090,ALMEIRIM,PA,23.24,1. péssimo,-5.829999999999998
PA,1500131,ABEL FIGUEIREDO,UNIÃO,15.68,04502,ABEL FIGUEIREDO,PA,32.06,2. ruim,-16.380000000000003
PA,1503044,FLORESTA DO ARAGUAIA,MDB,17.41,04561,FLORESTA DO ARAGUAIA,PA,23.762727272727272,1. péssimo,-6.352727272727272
PA,1504802,MONTE ALEGRE,PP,16.94,04952,MONTE ALEGRE,PA,17.984,1. péssimo,-1.0440000000000005
PA,1505437,OURILÂNDIA DO NORTE,MDB,17.41,05959,OURILANDIA DO NORTE,PA,14.829230769230769,1. péssimo,2.5807692307692314
PA,1500305,AFUÁ,MDB,17.41,04057,AFUA,PA,21.76090909090909,1. péssimo,-4.3509090909090915
PA,1505502,PARAGOMINAS,MDB,17.41,05096,PARAGOMINAS,PA,25.728666666666665,2. ruim,-8.318666666666665
PA,1503804,JACUNDÁ,MDB,17.41,04758,JACUNDA,PA,23.661538461538463,1. péssimo,-6.251538461538463
PA,1505031,NOVO PROGRESSO,MDB,17.41,04383,NOVO PROGRESSO,PA,15.48090909090909,1. péssimo,1.9290909090909096
PA,1507805,SENADOR JOSÉ PORFÍRIO,PSD,23.02,05550,SENADOR JOSE PORFIRIO,PA,21.47222222222222,1. péssimo,1.5477777777777781
PA,1506138,REDENÇÃO,PRD,20.83,05673,REDENCAO,PA,21.917333333333332,1. péssimo,-1.0873333333333335
PA,1502806,CURRALINHO,PSD,23.02,04553,CURRALINHO,PA,17.518461538461537,1. péssimo,5.501538461538463
PA,1505007,NOVA TIMBOTEUA,PP,16.94,04995,NOVA TIMBOTEUA,PA,34.48111111111111,2. ruim,-17.54111111111111
PA,1506104,PRIMAVERA,PT,73.72,05215,PRIMAVERA,PA,41.03111111111111,2. ruim,32.68888888888889
PA,1504208,MARABÁ,PL,7.85,04839,MARABA,PA,24.693809523809524,1. péssimo,-16.843809523809526
PA,1506559,SANTA LUZIA DO PARÁ,MDB,17.41,04146,SANTA LUZIA DO PARA,PA,34.517272727272726,2. ruim,-17.107272727272726
PA,1507979,TERRA SANTA,REPUBLICANOS,14.1,04367,TERRA SANTA,PA,19.538,1. péssimo,-5.438000000000001
PA,1508100,TUCURUÍ,MDB,17.41,05614,TUCURUI,PA,18.09294117647059,1. péssimo,-0.6829411764705888
PA,1500958,AURORA DO PARÁ,MDB,17.41,04340,AURORA DO PARA,PA,30.46818181818182,2. ruim,-13.058181818181819
PA,1505205,OEIRAS DO PARÁ,PP,16.94,05037,OEIRAS DO PARA,PA,25.515555555555554,2. ruim,-8.575555555555553
PA,1501576,BOM JESUS DO TOCANTINS,MDB,17.41,04049,BOM JESUS DO TOCANTINS,PA,31.544545454545453,2. ruim,-14.134545454545453
PA,1504406,MARAPANIM,MDB,17.41,04871,MARAPANIM,PA,24.982727272727274,1. péssimo,-7.572727272727274
PA,1507466,SÃO JOÃO DA PONTA,PSD,23.02,04820,SAO JOAO DA PONTA,PA,18.732222222222223,1. péssimo,4.287777777777777
PA,1505650,PLACAS,MDB,17.41,04626,PLACAS,PA,17.722727272727273,1. péssimo,-0.3127272727272725
PA,1502509,CHAVES,PSD,23.02,04499,CHAVES,PA,27.775454545454544,2. ruim,-4.755454545454544
PA,1500602,ALTAMIRA,PSD,23.02,04111,ALTAMIRA,PA,28.18,2. ruim,-5.16
PA,1503903,JURUTI,MDB,17.41,04774,JURUTI,PA,21.625333333333334,1. péssimo,-4.215333333333334
PA,1507300,SÃO FÉLIX DO XINGU,PODE,20.7,05452,SAO FELIX DO XINGU,PA,16.468666666666667,1. péssimo,4.231333333333332
PA,1500701,ANAJÁS,MDB,17.41,04138,ANAJAS,PA,28.145454545454545,2. ruim,-10.735454545454544
PA,1506302,SALVATERRA,MDB,17.41,05258,SALVATERRA,PA,31.865454545454543,2. ruim,-14.455454545454543
PA,1507201,SÃO DOMINGOS DO CAPIM,PP,16.94,05436,SAO DOMINGOS DO CAPIM,PA,31.97888888888889,2. ruim,-15.038888888888888
PA,1503101,GURUPÁ,MDB,17.41,04618,GURUPA,PA,29.28909090909091,2. ruim,-11.879090909090909
PA,1508035,TRACUATEUA,PP,16.94,04669,TRACUATEUA,PA,31.80181818181818,2. ruim,-14.86181818181818
PA,1508159,URUARÁ,PSD,23.02,05754,URUARA,PA,19.688,1. péssimo,3.3320000000000007
PA,1505536,PARAUAPEBAS,AVANTE,33.86,05835,PARAUAPEBAS,PA,36.40470588235294,2. ruim,-2.544705882352943
PA,1507953,TAILÂNDIA,MDB,17.41,04022,TAILANDIA,PA,28.493846153846153,2. ruim,-11.083846153846153
PA,1503200,IGARAPÉ-AÇU,UNIÃO,15.68,04634,IGARAPE-ACU,PA,18.603846153846153,1. péssimo,-2.923846153846153
PA,1508209,VIGIA,MDB,17.41,05630,VIGIA,PA,27.086,2. ruim,-9.675999999999998
PA,1506112,QUATIPURU,MDB,17.41,04685,QUATIPURU,PA,22.375555555555554,1. péssimo,-4.965555555555554
PA,1508407,XINGUARA,MDB,17.41,05711,XINGUARA,PA,21.657333333333334,1. péssimo,-4.247333333333334
PA,1505494,PALESTINA DO PARÁ,PP,16.94,04162,PALESTINA DO PARA,PA,23.988888888888887,1. péssimo,-7.048888888888886
PA,1504604,MOCAJUBA,REPUBLICANOS,14.1,04910,MOCAJUBA,PA,34.96727272727273,2. ruim,-20.867272727272727
PA,1505635,PIÇARRA,MDB,17.41,04782,PICARRA,PA,23.483333333333334,1. péssimo,-6.073333333333334
PA,1501725,BRASIL NOVO,MDB,17.41,04227,BRASIL NOVO,PA,17.913636363636364,1. péssimo,-0.5036363636363639
PA,1503705,ITUPIRANGA,PP,16.94,04731,ITUPIRANGA,PA,26.456153846153846,2. ruim,-9.516153846153845
PA,1503507,IRITUIA,PSD,23.02,04693,IRITUIA,PA,36.668461538461536,2. ruim,-13.648461538461536
PA,1504976,NOVA IPIXUNA,MDB,17.41,04600,NOVA IPIXUNA,PA,31.776666666666667,2. ruim,-14.366666666666667
PA,1500859,ANAPU,REPUBLICANOS,14.1,04723,ANAPU,PA,24.733076923076922,1. péssimo,-10.633076923076922
PA,1501204,BAIÃO,MDB,17.41,04235,BAIAO,PA,26.445333333333334,2. ruim,-9.035333333333334
PA,1508357,VITÓRIA DO XINGU,MDB,17.41,04405,VITORIA DO XINGU,PA,38.39666666666667,2. ruim,-20.986666666666668
PA,1507755,SAPUCAIA,MDB,17.41,04847,SAPUCAIA,PA,26.13,2. ruim,-8.719999999999999
PA,1504703,MOJU,MDB,17.41,04936,MOJU,PA,31.50764705882353,2. ruim,-14.09764705882353
PA,1503002,FARO,PSD,23.02,04596,FARO,PA,18.204285714285714,1. péssimo,4.815714285714286
PA,1500404,ALENQUER,MDB,17.41,04073,ALENQUER,PA,26.688,2. ruim,-9.277999999999999
PA,1504505,MELGAÇO,MDB,17.41,04898,MELGACO,PA,19.874545454545455,1. péssimo,-2.464545454545455
PA,1504455,MEDICILÂNDIA,UNIÃO,15.68,05770,MEDICILANDIA,PA,21.074545454545454,1. péssimo,-5.3945454545454545
PA,1501303,BARCARENA,PP,16.94,04251,BARCARENA,PA,22.923333333333336,1. péssimo,-5.983333333333334
PA,1507458,SÃO GERALDO DO ARAGUAIA,MDB,17.41,05797,SAO GERALDO DO ARAGUAIA,PA,21.996363636363636,1. péssimo,-4.586363636363636
PA,1506609,SANTA MARIA DO PARÁ,PSD,23.02,05312,SANTA MARIA DO PARA,PA,28.01727272727273,2. ruim,-4.99727272727273
PA,1506401,SANTA CRUZ DO ARARI,MDB,17.41,05274,SANTA CRUZ DO ARARI,PA,29.346666666666668,2. ruim,-11.936666666666667
PA,1506195,RURÓPOLIS,PP,16.94,05894,RUROPOLIS,PA,20.426153846153845,1. péssimo,-3.4861538461538437
PA,1507508,SÃO JOÃO DO ARAGUAIA,PP,16.94,05495,SAO JOAO DO ARAGUAIA,PA,33.00555555555555,2. ruim,-16.06555555555555
PA,1507706,SÃO SEBASTIÃO DA BOA VISTA,MDB,17.41,05533,SAO SEBASTIAO DA BOA VISTA,PA,38.95545454545454,2. ruim,-21.545454545454543
PA,1506161,RIO MARIA,MDB,17.41,05690,RIO MARIA,PA,35.43181818181818,2. ruim,-18.02181818181818
PA,1502764,CUMARU DO NORTE,MDB,17.41,04529,CUMARU DO NORTE,PA,21.391111111111112,1. péssimo,-3.9811111111111117
PA,1507151,SÃO DOMINGOS DO ARAGUAIA,MDB,17.41,04464,SAO DOMINGOS DO ARAGUAIA,PA,22.60818181818182,1. péssimo,-5.198181818181819
PA,1503754,JACAREACANGA,MDB,17.41,04200,JACAREACANGA,PA,31.39,2. ruim,-13.98
PA,1507961,TERRA ALTA,REPUBLICANOS,14.1,04545,TERRA ALTA,PA,43.81777777777778,2. ruim,-29.717777777777776
PA,1507474,SÃO JOÃO DE PIRABAS,MDB,17.41,04065,SAO JOAO DE PIRABAS,PA,31.575454545454544,2. ruim,-14.165454545454544
PA,1507003,SANTO ANTÔNIO DO TAUÁ,MDB,17.41,05398,SANTO ANTONIO DO TAUA,PA,22.933,1. péssimo,-5.523
PA,1502905,CURUÇÁ,MDB,17.41,04570,CURUCA,PA,27.056923076923077,2. ruim,-9.646923076923077
PA,1501105,BAGRE,PSD,23.02,04219,BAGRE,PA,24.762307692307694,1. péssimo,-1.7423076923076941
PA,1501956,CACHOEIRA DO PIRIÁ,MDB,17.41,04766,CACHOEIRA DO PIRIA,PA,36.52,2. ruim,-19.110000000000003
PA,1506005,PRAINHA,PP,16.94,05193,PRAINHA,PA,24.393076923076922,1. péssimo,-7.453076923076921
PA,1502855,CURUÁ,UNIÃO,15.68,04740,CURUA,PA,18.16,1. péssimo,-2.4800000000000004
PA,1503457,IPIXUNA DO PARÁ,MDB,17.41,04189,IPIXUNA DO PARA,PA,35.32692307692307,2. ruim,-17.916923076923073
PA,1505064,NOVO REPARTIMENTO,PSD,23.02,04421,NOVO REPARTIMENTO,PA,26.328666666666667,2. ruim,-3.3086666666666673
PA,1501451,BELTERRA,MDB,17.41,04804,BELTERRA,PA,23.113636363636363,1. péssimo,-5.703636363636363
PA,1501758,BREJO GRANDE DO ARAGUAIA,PP,16.94,05932,BREJO GRANDE DO ARAGUAIA,PA,32.056666666666665,2. ruim,-15.116666666666664
RO,1100296,SANTA LUZIA D'OESTE,UNIÃO,15.68,00353,SANTA LUZIA D'OESTE,RO,19.24222222222222,1. péssimo,-3.5622222222222213
RO,1101492,SÃO FRANCISCO DO GUAPORÉ,PL,7.85,00795,SAO FRANCISCO DO GUAPORE,RO,22.946666666666665,1. péssimo,-15.096666666666666
RO,1101559,TEIXEIRÓPOLIS,MDB,17.41,00752,TEIXEIROPOLIS,RO,36.068888888888885,2. ruim,-18.658888888888885
RO,1100254,PRESIDENTE MÉDICI,PL,7.85,00191,PRESIDENTE MEDICI,RO,14.459999999999999,1. péssimo,-6.609999999999999
RO,1101302,MIRANTE DA SERRA,REPUBLICANOS,14.1,00574,MIRANTE DA SERRA,RO,39.32,2. ruim,-25.22
RO,1100098,ESPIGÃO DO OESTE,PL,7.85,00256,ESPIGAO D'OESTE,RO,18.227272727272727,1. péssimo,-10.377272727272727
RO,1101609,THEOBROMA,PSD,23.02,00590,THEOBROMA,RO,17.328888888888887,1. péssimo,5.691111111111113
RO,1100148,NOVA BRASILÂNDIA D'OESTE,PRTB,NA,00370,NOVA BRASILANDIA D'OESTE,RO,17.76875,1. péssimo,NA
RO,1100015,ALTA FLORESTA D'OESTE,UNIÃO,15.68,00310,ALTA FLORESTA DOESTE,RO,12.7625,1. péssimo,2.9175000000000004
RO,1100114,JARU,MDB,17.41,00159,JARU,RO,21.666,1. péssimo,-4.256
RO,1100601,CACAULÂNDIA,PL,7.85,00620,CACAULANDIA,RO,14.744444444444445,1. péssimo,-6.894444444444446
RO,1100064,COLORADO DO OESTE,PL,7.85,00230,COLORADO DO OESTE,RO,15.774545454545454,1. péssimo,-7.924545454545454
RO,1101708,URUPÁ,PL,7.85,00566,URUPA,RO,15.62375,1. péssimo,-7.77375
RO,1100379,ALTO ALEGRE DOS PARECIS,UNIÃO,15.68,00736,ALTO ALEGRE DOS PARECIS,RO,15.453333333333333,1. péssimo,0.22666666666666657
RO,1100452,BURITIS,PL,7.85,00779,BURITIS,RO,14.26909090909091,1. péssimo,-6.41909090909091
RO,1100700,CAMPO NOVO DE RONDÔNIA,UNIÃO,15.68,00671,CAMPO NOVO DE RONDONIA,RO,15.975555555555555,1. péssimo,-0.29555555555555557
RO,1100262,RIO CRESPO,PL,7.85,00647,RIO CRESPO,RO,13.922222222222222,1. péssimo,-6.072222222222223
RO,1100080,COSTA MARQUES,UNIÃO,15.68,00213,COSTA MARQUES,RO,17.33875,1. péssimo,-1.6587500000000013
RO,1101450,PARECIS,UNIÃO,15.68,00701,PARECIS,RO,16.31111111111111,1. péssimo,-0.6311111111111103
RO,1100049,CACOAL,PSD,23.02,00094,CACOAL,RO,19.916666666666668,1. péssimo,3.1033333333333317
RO,1100155,OURO PRETO DO OESTE,UNIÃO,15.68,00175,OURO PRETO DO OESTE,RO,13.064545454545454,1. péssimo,2.6154545454545453
RO,1101484,SÃO FELIPE D'OESTE,PSD,23.02,00710,SAO FELIPE D'OESTE,RO,19.18777777777778,1. péssimo,3.832222222222221
RO,1101104,ITAPUÃ DO OESTE,AVANTE,33.86,00493,ITAPUA DO OESTE,RO,21.615555555555556,1. péssimo,12.244444444444444
RO,1101476,PRIMAVERA DE RONDÔNIA,PL,7.85,00728,PRIMAVERA DE RONDONIA,RO,15.612222222222222,1. péssimo,-7.762222222222222
RO,1100809,CANDEIAS DO JAMARI,REPUBLICANOS,14.1,00477,CANDEIAS DO JAMARI,RO,19.26181818181818,1. péssimo,-5.161818181818182
RO,1100338,NOVA MAMORÉ,PL,7.85,00434,NOVA MAMORE,RO,19.631818181818183,1. péssimo,-11.781818181818183
RO,1101500,SERINGUEIRAS,UNIÃO,15.68,00582,SERINGUEIRAS,RO,16.67111111111111,1. péssimo,-0.9911111111111097
RO,1100502,NOVO HORIZONTE DO OESTE,UNIÃO,15.68,00515,NOVO HORIZONTE DO OESTE,RO,16.63888888888889,1. péssimo,-0.9588888888888896
RO,1100320,SÃO MIGUEL DO GUAPORÉ,PODE,20.7,00418,SAO MIGUEL DO GUAPORE,RO,17.58,1. péssimo,3.120000000000001
RO,1100924,CHUPINGUAIA,PP,16.94,00809,CHUPINGUAIA,RO,16.31875,1. péssimo,0.6212499999999999
RO,1101757,VALE DO ANARI,MDB,17.41,00698,VALE DO ANARI,RO,20.797777777777778,1. péssimo,-3.387777777777778
RO,1101435,NOVA UNIÃO,PSD,23.02,00744,NOVA UNIAO,RO,24.38,1. péssimo,-1.3599999999999994
RO,1100031,CABIXI,MDB,17.41,00450,CABIXI,RO,15.904444444444444,1. péssimo,1.5055555555555564
RO,1101401,MONTE NEGRO,PSD,23.02,00663,MONTE NEGRO,RO,17.715555555555557,1. péssimo,5.304444444444442
RO,1100023,ARIQUEMES,UNIÃO,15.68,00078,ARIQUEMES,RO,15.225999999999999,1. péssimo,0.4540000000000006
RO,1101468,PIMENTEIRAS DO OESTE,UNIÃO,15.68,00787,PIMENTEIRAS DO OESTE,RO,15.526666666666667,1. péssimo,0.15333333333333243
RO,1100908,CASTANHEIRAS,PP,16.94,00531,CASTANHEIRAS,RO,24.124444444444446,1. péssimo,-7.184444444444445
RO,1100403,ALTO PARAÍSO,REPUBLICANOS,14.1,00639,ALTO PARAISO,RO,15.168888888888889,1. péssimo,-1.068888888888889
RO,1100189,PIMENTA BUENO,PODE,20.7,00116,PIMENTA BUENO,RO,14.28875,1. péssimo,6.411249999999999
RO,1100106,GUAJARÁ-MIRIM,PP,16.94,00019,GUAJARA-MIRIM,RO,19.72,1. péssimo,-2.7799999999999976
RO,1101005,GOVERNADOR JORGE TEIXEIRA,PP,16.94,00612,GOVERNADOR JORGE TEIXEIRA,RO,17.76888888888889,1. péssimo,-0.828888888888887
RO,1100304,VILHENA,PODE,20.7,00132,VILHENA,RO,16.184615384615384,1. péssimo,4.515384615384615
RO,1100940,CUJUBIM,UNIÃO,15.68,00680,CUJUBIM,RO,16.232222222222223,1. péssimo,-0.5522222222222233
RO,1100122,JI-PARANÁ,PL,7.85,00051,JI-PARANA,RO,15.44125,1. péssimo,-7.5912500000000005
RO,1100288,ROLIM DE MOURA,UNIÃO,15.68,00299,ROLIM DE MOURA,RO,15.455714285714285,1. péssimo,0.2242857142857151
RO,1100130,MACHADINHO D'OESTE,PL,7.85,00396,MACHADINHO D'OESTE,RO,17.633636363636363,1. péssimo,-9.783636363636363
RO,1100346,ALVORADA DO OESTE,UNIÃO,15.68,00337,ALVORADA D'OESTE,RO,14.743333333333332,1. péssimo,0.9366666666666674
RO,1100056,CEREJEIRAS,UNIÃO,15.68,00272,CEREJEIRAS,RO,19.407777777777778,1. péssimo,-3.727777777777778
RO,1100072,CORUMBIARA,UNIÃO,15.68,00655,CORUMBIARA,RO,24.287142857142857,1. péssimo,-8.607142857142858
RO,1101203,MINISTRO ANDREAZZA,PSD,23.02,00604,MINISTRO ANDREAZZA,RO,16.33222222222222,1. péssimo,6.687777777777779
RO,1101807,VALE DO PARAÍSO,PSD,23.02,00558,VALE DO PARAISO,RO,16.043333333333333,1. péssimo,6.976666666666667
RR,1400282,IRACEMA,REPUBLICANOS,14.1,03026,IRACEMA,RR,24.543333333333333,1. péssimo,-10.443333333333333
RR,1400308,MUCAJAÍ,REPUBLICANOS,14.1,03093,MUCAJAI,RR,30.784545454545455,2. ruim,-16.684545454545457
RR,1400159,BONFIM,REPUBLICANOS,14.1,03077,BONFIM,RR,23.975555555555555,1. péssimo,-9.875555555555556
RR,1400456,PACARAIMA,PP,16.94,03123,PACARAIMA,RR,21.23181818181818,1. péssimo,-4.291818181818179
RR,1400233,CAROEBE,REPUBLICANOS,14.1,03000,CAROEBE,RR,14.333333333333334,1. péssimo,-0.23333333333333428
RR,1400506,SÃO JOÃO DA BALIZA,PP,16.94,03131,SAO JOAO DA BALIZA,RR,21.32,1. péssimo,-4.379999999999999
RR,1400209,CARACARAÍ,PP,16.94,03034,CARACARAI,RR,24.495454545454546,1. péssimo,-7.555454545454545
RR,1400704,UIRAMUTÃ,REDE,83.33,03107,UIRAMUTA,RR,42.51555555555556,2. ruim,40.81444444444444
RR,1400050,ALTO ALEGRE,REPUBLICANOS,14.1,03050,ALTO ALEGRE,RR,21.91090909090909,1. péssimo,-7.810909090909091
RR,1400472,RORAINÓPOLIS,REPUBLICANOS,14.1,03085,RORAINOPOLIS,RR,29.566153846153846,2. ruim,-15.466153846153846
RR,1400027,AMAJARI,PP,16.94,03042,AMAJARI,RR,28.373333333333335,2. ruim,-11.433333333333334
RR,1400605,SÃO LUIZ,PP,16.94,03158,SAO LUIZ,RR,19.406666666666666,1. péssimo,-2.466666666666665
RR,1400100,BOA VISTA,MDB,17.41,03018,BOA VISTA,RR,23.521428571428572,1. péssimo,-6.111428571428572
