t,id_,Nombre / Name,Departamento / State,Municipio / Town,,Territorio / Territory,Tipo territorio / Territory type,Grupos étnicos / Ethnic groups,Estado / Status (Estándar),,,Duración (años) / Length (years),Periodo de acreditación / Credited period,Área proyecto / Project area (hectáreas),id_empresa_responsavel,Empresa Desarrolladora / Developing company,Estándar de certificación / Certification standard,Metodología / Methodology,Verificador/Verifying company,Año validación / Year validated,URL PDD,URL OVV informe/report,Website certificador,Website proyecto,Perfil / Profile,Perfil corregido,Georreferencia de los limites del proyecto,Latitude de la centroid del proyecto,Longitude de la centroid del proyecto,Amazonia,País,Bioma,Fuente 1 / Source 1,Fuente 2 / Source 2,Fuente 3 / Source 3,Fuente 4 / Source 4,Fuente 5 / Source 5,Fuente 6 / Source 6,Fuente 6 / Source 7,notas,notas,notas,notas,
BR5343VER,5343,Stock Carbon Mazuay REDD+ Project,Amazonas,Silves,AM,Privado ,,,Under development,,,20,2024-2044,988,,Cipó Engenharia e Tecnologia de Biomassa LTDA,Verra,VM0007,Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=129373&IDKEY=liquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfi178405367,,https://registry.verra.org/app/projectDetail/VCS/5343,Não disponível,"El projeto Stock Carbon Mazuay gira en torno a una propiedad privada llamada Gleba Mazuay, que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenece a Josué Rogério de Souza. El proyecto es desarrollado por las empresas Stock Capital Holding LTDA y Cipó Engenharia e Tecnologia de Biomassa LTDA, con la firma Martinelli & Guimarães Advocacia como consultor legal. A marzo de 2025 aparecía como ""en desarrollo"" en la plataforma de Verra.","El projeto Stock Carbon Mazuay gira en torno a una propiedad privada llamada Gleba Mazuay, que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenece a Josué Rogério de Souza. El proyecto es desarrollado por las empresas Stock Capital Holding LTDA y Cipó Engenharia e Tecnologia de Biomassa LTDA, con la firma Martinelli & Guimarães Advocacia como consultor legal. A marzo de 2025 aparecía como ""en desarrollo"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=122256&IDKEY=898klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8d9168591024,,,Sim,Brasil,Amazonia,Verra,https://x.com/StockCapitalBr/status/1866593634595794978,,,,,,,,,,
BR5055VER,5055,Açaí REDD+ Project,"Amazonas, Acre","Envira, Feijó","AM, AC",Privado ,,,Under development,,,40,2022-2062,15715,,Terra Vista Gestora de Recursos Ltda,Verra,VM0007,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=113563&IDKEY=0kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj9098156603377,,https://registry.verra.org/app/projectDetail/VCS/5055,Não disponível,"El projeto Açaí REDD+ gira en torno a una propiedad privada en la frontera entre Amazonas y Acre, que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenece a la empresa J O Cruz & O B Oliveira Participações Ltda, comprada a los herederos de Adrião Batalha en 2023. El proyecto es desarrollado por las empresas Terra Vista Gestora de Recursos Ltda y J O Cruz & O B Oliveira Participações Ltda propietaria de los terrenos (representada por Jose De Oliveira Cruz). A marzo de 2025 aparecía como ""en desarrollo"" en la plataforma de Verra.","El projeto Açaí REDD+ gira en torno a una propiedad privada en la frontera entre Amazonas y Acre, que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenece a la empresa J O Cruz & O B Oliveira Participações Ltda, comprada a los herederos de Adrião Batalha en 2023. El proyecto es desarrollado por las empresas Terra Vista Gestora de Recursos Ltda y J O Cruz & O B Oliveira Participações Ltda propietaria de los terrenos (representada por Jose De Oliveira Cruz). A marzo de 2025 aparecía como ""en desarrollo"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=111592&IDKEY=8kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj9090153885368,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5055VER,5055,Açaí REDD+ Project,"Amazonas, Acre","Envira, Feijó","AM, AC",Privado ,,,Under development,,,40,2022-2062,15715,,J O Cruz & O B Oliveira Participações Ltda,Verra,VM0007,Não disponível,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=113563&IDKEY=0kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj9098156603377,,https://registry.verra.org/app/projectDetail/VCS/5055,Não disponível,"El projeto Açaí REDD+ gira en torno a una propiedad privada en la frontera entre Amazonas y Acre, que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenece a la empresa J O Cruz & O B Oliveira Participações Ltda, comprada a los herederos de Adrião Batalha en 2023. El proyecto es desarrollado por las empresas Terra Vista Gestora de Recursos Ltda y J O Cruz & O B Oliveira Participações Ltda propietaria de los terrenos (representada por Jose De Oliveira Cruz). A marzo de 2025 aparecía como ""en desarrollo"" en la plataforma de Verra.","El projeto Açaí REDD+ gira en torno a una propiedad privada en la frontera entre Amazonas y Acre, que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenece a la empresa J O Cruz & O B Oliveira Participações Ltda, comprada a los herederos de Adrião Batalha en 2023. El proyecto es desarrollado por las empresas Terra Vista Gestora de Recursos Ltda y J O Cruz & O B Oliveira Participações Ltda propietaria de los terrenos (representada por Jose De Oliveira Cruz). A marzo de 2025 aparecía como ""en desarrollo"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=111592&IDKEY=8kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj9090153885368,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5391VER,5391,Colorado REDD AUD Project,Pará,Prainha,PA,Privado ,,,Under validation,,,40,2022-2061,16889,,Colorado Empreendimentos Sustentáveis Ltda,Verra,VM0015,EcoLance Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=125631&IDKEY=a98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8da173245149,,https://registry.verra.org/app/projectDetail/VCS/5391,Não disponível,"El projeto Colorado REDD AUD gira en torno a 17 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Colorado Empreendimentos Sustentáveis Ltda. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Colorado REDD AUD gira en torno a 17 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Colorado Empreendimentos Sustentáveis Ltda. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=124506&IDKEY=k98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dj171693774,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5391VER,5391,Colorado REDD AUD Project,Pará,Prainha,PA,Privado ,,,Under validation,,,40,2022-2061,16889,,Harpia Soluções Sustentáveis Ltda,Verra,VM0015,EcoLance Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=125631&IDKEY=a98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8da173245149,,https://registry.verra.org/app/projectDetail/VCS/5391,Não disponível,"El projeto Colorado REDD AUD gira en torno a 17 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Colorado Empreendimentos Sustentáveis Ltda. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Colorado REDD AUD gira en torno a 17 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Colorado Empreendimentos Sustentáveis Ltda. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=124506&IDKEY=k98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dj171693774,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5295VER,5295,Agroflorestal Novo Horizonte REDD+ AUD Project,Pará,Prainha,PA,Privado ,,,Under validation,,,40,2021-2061,23092,,Agroflorestal Novo Horizonte Ltda,Verra,VM0015,EcoLance Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=121330&IDKEY=flksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098i167314070,,https://registry.verra.org/app/projectDetail/VCS/5295,Não disponível,"El projeto Agroflorestal Novo Horizonte REDD+ AUD gira en torno a 22 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Agroflorestal Novo Horizonte Ltda, que las ha destinado a gestión forestal sostenible para producción de madera con certifición del FSC. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Agroflorestal Novo Horizonte REDD+ AUD gira en torno a 22 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Agroflorestal Novo Horizonte Ltda, que las ha destinado a gestión forestal sostenible para producción de madera con certifición del FSC. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=119962&IDKEY=k98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dj165427598,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5295VER,5295,Agroflorestal Novo Horizonte REDD+ AUD Project,Pará,Prainha,PA,Privado ,,,Under validation,,,40,2021-2061,23092,,Harpia Soluções Sustentáveis Ltda,Verra,VM0015,EcoLance Private Limited,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=121330&IDKEY=flksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098i167314070,,https://registry.verra.org/app/projectDetail/VCS/5295,Não disponível,"El projeto Agroflorestal Novo Horizonte REDD+ AUD gira en torno a 22 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Agroflorestal Novo Horizonte Ltda, que las ha destinado a gestión forestal sostenible para producción de madera con certifición del FSC. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Agroflorestal Novo Horizonte REDD+ AUD gira en torno a 22 propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- que pertenecen a la empresa Agroflorestal Novo Horizonte Ltda, que las ha destinado a gestión forestal sostenible para producción de madera con certifición del FSC. Esta empresa figura como desarrolladora, con Harpia Soluções Sustentáveis Ltda como consultora en la formulación del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=119962&IDKEY=k98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dj165427598,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5200VER,5200,Together the Forest Awaeté REDD+ Project,Pará,"Novo Repartimento, Itupiranga",PA,Indigena ,Terra Indigena Parakanã,Parakanã,Under validation,TI Homologada,,40,2023-2063,351697,,Associação Indígena Paranatinga Parakana (Paranatinga),Verra,VM0048,Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=127428&IDKEY=v8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0a175723212,,https://registry.verra.org/app/projectDetail/VCS/5200,Não disponível,"El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=116371&IDKEY=lkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k160475609,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5200VER,5200,Together the Forest Awaeté REDD+ Project,Pará,"Novo Repartimento, Itupiranga",PA,Indigena ,Terra Indigena Parakanã,Parakanã,Under validation,TI Homologada,,40,2023-2063,351697,,Instituto Wyrapina Awaete (IWA),Verra,VM0048,Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=127428&IDKEY=v8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0a175723212,,https://registry.verra.org/app/projectDetail/VCS/5200,Não disponível,"El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=116371&IDKEY=lkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k160475609,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5200VER,5200,Together the Forest Awaeté REDD+ Project,Pará,"Novo Repartimento, Itupiranga",PA,Indigena ,Terra Indigena Parakanã,Parakanã,Under validation,TI Homologada,,40,2023-2063,351697,,Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company),Verra,VM0048,Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=127428&IDKEY=v8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0a175723212,,https://registry.verra.org/app/projectDetail/VCS/5200,Não disponível,"El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=116371&IDKEY=lkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k160475609,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5200VER,5200,Together the Forest Awaeté REDD+ Project,Pará,"Novo Repartimento, Itupiranga",PA,Indigena ,Terra Indigena Parakanã,Parakanã,Under validation,TI Homologada,,40,2023-2063,351697,,Green Musk B.V.,Verra,VM0048,Earthood Services Private Limited (ESPL),N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=127428&IDKEY=v8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0a175723212,,https://registry.verra.org/app/projectDetail/VCS/5200,Não disponível,"El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Together the Forest Awaeté REDD+ / Juntos pela Floresta gira en torno a la Terra Indígena Parakanã en Pará. Es desarrollado por la Associação Indígena Paranatinga Parakana (Paranatinga) y el Instituto Wyrapina Awaete (IWA, antiguamente Associação Indígena Awaeté Parakanã Wyrapina o Aiaparawy) en conjunto con la empresa Redd Parakana Sustentabilidade Spe Ltda (Apsis Carbon Company), con las empresas Green Musk B.V. como socia comercial, Zabotto Consultoria Ambiental & ESG como consultora ambiental y Novaterra Soluções em Geoinformação como consultora en monitoreo remoto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=116371&IDKEY=lkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k160475609,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
BR5087VER,5087,KA’A PYAHU Project,Maranhão,"Barra do Corda, Jenipapo dos Vieira, Grajaú",MA,Indigena ,"Terra Indigena Cana Brava, Terra Indigena Urucu-Juruá, Terra Indigena Rodeador, Terra Indigena Lagoa Comprida",Guajajara,Under validation,TI Homologada,,20,2021-2041,178483,,Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara,Verra,VM0007,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=113185&IDKEY=skjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909l156082115,,https://registry.verra.org/app/projectDetail/VCS/5087,https://biofix.com.br/portafolio/projeto-kaa-pyahu/,"El projeto KA’A PYAHU gira en torno a cuatro Terras Indígenas (Cana Brava, Urucu-Juruá, Rodeador y Lagoa Comprida) del pueblo Guajajara. Es desarrollado por el Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara en conjunto con la empresa Biofix Consultora Ltda, que forma parte del grupo colombiano Biofix, con la empresa Nature Carbon LTDA apoyando la ejecución del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto KA’A PYAHU gira en torno a cuatro Terras Indígenas (Cana Brava, Urucu-Juruá, Rodeador y Lagoa Comprida) del pueblo Guajajara. Es desarrollado por el Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara en conjunto con la empresa Biofix Consultora Ltda, que forma parte del grupo colombiano Biofix, con la empresa Nature Carbon LTDA apoyando la ejecución del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=112217&IDKEY=a8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0n154747243,,,Sim,Brasil,Amazonia,Verra,https://biofix.com.br/portafolio/projeto-kaa-pyahu/,,,,,,,,,,
BR5087VER,5087,KA’A PYAHU Project,Maranhão,"Barra do Corda, Jenipapo dos Vieira, Grajaú",MA,Indigena ,"Terra Indigena Cana Brava, Terra Indigena Urucu-Juruá, Terra Indigena Rodeador, Terra Indigena Lagoa Comprida",Guajajara,Under validation,TI Homologada,,20,2021-2041,178483,,Biofix Brasil Ltda,Verra,VM0007,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=113185&IDKEY=skjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909l156082115,,https://registry.verra.org/app/projectDetail/VCS/5087,https://biofix.com.br/portafolio/projeto-kaa-pyahu/,"El projeto KA’A PYAHU gira en torno a cuatro Terras Indígenas (Cana Brava, Urucu-Juruá, Rodeador y Lagoa Comprida) del pueblo Guajajara. Es desarrollado por el Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara en conjunto con la empresa Biofix Consultora Ltda, que forma parte del grupo colombiano Biofix, con la empresa Nature Carbon LTDA apoyando la ejecución del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto KA’A PYAHU gira en torno a cuatro Terras Indígenas (Cana Brava, Urucu-Juruá, Rodeador y Lagoa Comprida) del pueblo Guajajara. Es desarrollado por el Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara en conjunto con la empresa Biofix Consultora Ltda, que forma parte del grupo colombiano Biofix, con la empresa Nature Carbon LTDA apoyando la ejecución del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=112217&IDKEY=a8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0n154747243,,,Sim,Brasil,Amazonia,Verra,https://biofix.com.br/portafolio/projeto-kaa-pyahu/,,,,,,,,,,
BR5087VER,5087,KA’A PYAHU Project,Maranhão,"Barra do Corda, Jenipapo dos Vieira, Grajaú",MA,Indigena ,"Terra Indigena Cana Brava, Terra Indigena Urucu-Juruá, Terra Indigena Rodeador, Terra Indigena Lagoa Comprida",Guajajara,Under validation,TI Homologada,,20,2021-2041,178483,,Nature Carbon LTDA,Verra,VM0007,Aenor International S.A.U.,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=113185&IDKEY=skjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909l156082115,,https://registry.verra.org/app/projectDetail/VCS/5087,https://biofix.com.br/portafolio/projeto-kaa-pyahu/,"El projeto KA’A PYAHU gira en torno a cuatro Terras Indígenas (Cana Brava, Urucu-Juruá, Rodeador y Lagoa Comprida) del pueblo Guajajara. Es desarrollado por el Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara en conjunto con la empresa Biofix Consultora Ltda, que forma parte del grupo colombiano Biofix, con la empresa Nature Carbon LTDA apoyando la ejecución del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto KA’A PYAHU gira en torno a cuatro Terras Indígenas (Cana Brava, Urucu-Juruá, Rodeador y Lagoa Comprida) del pueblo Guajajara. Es desarrollado por el Conselho Supremo de Caciques e Lideranças da Terra Indígena Cana Brava Guajajara en conjunto con la empresa Biofix Consultora Ltda, que forma parte del grupo colombiano Biofix, con la empresa Nature Carbon LTDA apoyando la ejecución del proyecto. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=112217&IDKEY=a8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0n154747243,,,Sim,Brasil,Amazonia,Verra,https://biofix.com.br/portafolio/projeto-kaa-pyahu/,,,,,,,,,,
BR4834VER,4834,Seringal Rio Branco REDD+ Project,Acre,"Cruzeiro do Sul, Porto Walter",AC,Privado ,,,Under validation,,,40,2023-2063,29616,,Amazônia Agroindústria EIRELI,Verra,VM0007,RINA S.p.A,N/A,https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=111152&IDKEY=s097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87s153278608,,https://registry.verra.org/app/projectDetail/VCS/4834,https://biofilica.com.br/projeto-redd-seringal-rio-branco/,"El projeto Seringal Rio Branco REDD+ gira en torno a las propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenecen a la empresa Amazônia Agroindústria EIRELI. Esta empresa figura como desarrolladora junto con Biofílica Ambipar Environmental Investments S.A, con las empresas Vasta Insumos da Amazônia Ltda (representada por el mismo directivo James Castro Cameli que lidera Amazônia Agroindústria EIRELI) y STA Soluções Técnicas e Serviços de Engenharia Ambiental Ltda como consultora. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.","El projeto Seringal Rio Branco REDD+ gira en torno a las propiedades privadas que -según el documento de diseño de proyecto (PDD) disponible en la plataforma de la certificadora Verra- pertenecen a la empresa Amazônia Agroindústria EIRELI. Esta empresa figura como desarrolladora junto con Biofílica Ambipar Environmental Investments S.A, con las empresas Vasta Insumos da Amazônia Ltda (representada por el mismo directivo James Castro Cameli que lidera Amazônia Agroindústria EIRELI) y STA Soluções Técnicas e Serviços de Engenharia Ambiental Ltda como consultora. A marzo de 2025 aparecía como ""en validación"" en la plataforma de Verra.",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=102813&IDKEY=9iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfk141779127,,,Sim,Brasil,Amazonia,Verra,,,,,,,,,,,
